CDFH3301062020000004,영업/정상,,서울특별시 종로구 교남동 47-3번지 ,03180,짐피닉스
CDFH3301062020000001,영업/정상,070-8263-1157,서울특별시 종로구 내수동 167번지 대우빌딩 ,03173,RUN 광화문
CDFH3301062020000002,영업/정상,02-6353-7712,서울특별시 종로구 원남동 49-17번지 오라카이 대학로 호텔 ,03127,금보개발(주)오라카이 대학로 호텔
CDFH3301062012000001,휴업,02-730-5627,서울특별시 종로구 관철동 45-1번지 대왕빌딩 ,03189,토브짐
CDFH3301061992000003,폐업,,서울특별시 종로구 운니동 114-2번지 ,,중앙일보문화센터
CDFH3301061993000001,폐업,02-743-4016,서울특별시 종로구 연지동 170번지 ,,우진체육관
CDFH3301061993000002,폐업,,서울특별시 종로구 교북동 10-10번지 ,,승리헬스
CDFH3301061994000001,폐업,,서울특별시 종로구 종로1가 21번지 ,,개선헬스
CDFH3301061998000001,폐업,,서울특별시 종로구 연지동 1-30번지 ,,은석스포츠센타
CDFH3301061998000002,폐업,,서울특별시 종로구 연지동 1-30번지 ,,은석스포츠센타
CDFH3301061998000003,폐업,,서울특별시 종로구 연지동 1-30번지 ,,주)남중개발
CDFH3301061999000003,폐업,,서울특별시 종로구 무악동 45-0번지 무악현대프라자상가4층 ,,나비스포렉스(주)
CDFH3301061999000004,폐업,02-2275-9889,서울특별시 종로구 종로5가 314-7번지 청오가방도매상가 ,03196,한일휘트니스
CDFH3301061994000002,폐업,02-742-7953,서울특별시 종로구 효제동 247-3번지 ,03126,청우헬스
CDFH3301061995000001,폐업,02-2274-0798,서울특별시 종로구 종로5가 138-2번지 ,03195,종로헬스
CDFH3301061995000002,폐업,,서울특별시 종로구 종로5가 490-0번지 8층 ,,로얄
CDFH3301061996000001,폐업,,서울특별시 종로구 동숭동 1-8번지 ,,우리들헬스
CDFH3301061996000002,폐업,,서울특별시 종로구 종로3가 13-4번지 5층 ,,월드남여헬스크럽
CDFH3301062000000002,폐업,,서울특별시 종로구 명륜2가 34-0번지 ,,명륜헬스
CDFH3301062001000001,폐업,,서울특별시 종로구 신문로1가 20-0번지 ,,피사프코리아
CDFH3301062001000003,폐업,394-8521,서울특별시 종로구 평창동 76번지 ,,귀빈휘트니스클럽
CDFH3301062008000001,폐업,02-733-8111,서울특별시 종로구 무악동 82번지 무악현대프라자 4층 ,03025,나비스포렉스(주)
CDFH3301062009000001,폐업,737-7881,서울특별시 종로구 관철동 45-1번지 지상10층 ,,"아메리카 골프,헬스"
CDFH3301061989000001,폐업,,서울특별시 종로구 숭인동 201-5번지 ,,종로헬스
CDFH3301061989000002,폐업,02-765-4738,서울특별시 종로구 종로6가 210-11번지 ,03124,우진헬스
CDFH3301061992000001,폐업,02-763-7715,서울특별시 종로구 창신동 407-4번지 ,,청송헬스
CDFH3301062002000004,폐업,02-730-9717,서울특별시 종로구 수송동 83-1번지 삼성생명빌딩 지하1층 ,,(주)젠스타서비스 스포존
CDFH3301062002000005,폐업,,서울특별시 종로구 관수동 20-0번지 ,,국일관게임파크
CDFH3301062002000006,폐업,,서울특별시 종로구 충신동 189-20번지 ,,대동체육관
CDFH3301062002000007,폐업,,서울특별시 종로구 숭인동 200-25번지 ,,종로헬스크럽
CDFH3301062002000008,폐업,,서울특별시 종로구 연지동 1-7번지 은석빌딩 서관 지하2층 ,,오륜 스포츠센터
CDFH3301062002000009,폐업,,서울특별시 종로구 관철동 19-7번지 ,,종로헬스
CDFH3301062003000001,폐업,730-7041,서울특별시 종로구 서린동 149번지 갑을빌딩 B1 ,,그랜드 스포츠
CDFH3301062005000002,폐업,02-394-5010,서울특별시 종로구 평창동 76번지 ,110846,귀빈스포츠
CDFH3301062005000003,폐업,,서울특별시 종로구 연지동 1-7번지 로담코센터 서관 (지하2층) ,110754,서울스포피아
CDFH3301062019000004,폐업,02-725-7411,서울특별시 종로구 체부동 32-2번지 영해빌딩 ,03040,CA스포츠
CDFH3301062016000005,폐업,02-744-7561,서울특별시 종로구 명륜3가 122-1번지 지하1층 ,03073,태닝&PT샵
CDFH3301062014000001,폐업,395-2230,서울특별시 종로구 평창동 158-1번지 ,03009,로얄휘트니스 스튜디오 서울
CDFH3301062015000001,폐업,720-1387,서울특별시 종로구 신교동 58-1번지 ,03035,서촌 휘트니스
CDFH3301062015000005,폐업,02-722-3122,서울특별시 종로구 관철동 ,03189,PT박스
CDFH3301062015000007,폐업,,서울특별시 종로구 인의동 48-2번지 ,03130,멋짐 퍼스널 트레이닝
CDFH3301061992000002,폐업,,서울특별시 종로구 종로5가 265-12번지 ,03197,용림헬스
CDFH3301061999000002,폐업,,서울특별시 종로구 교남동 6-0번지 ,,월드헬스클럽
CDFH3301061990000001,폐업,,서울특별시 종로구 종로5가 182-6번지 ,03196,로타리헬스
CDFH3301061997000003,취소/말소/만료/정지/중지,,서울특별시 종로구 교남동 75번지 ,,국민헬스
CDFH3301061998000005,취소/말소/만료/정지/중지,02-742-2211,서울특별시 종로구 낙원동 172-0번지 ,,대한
CDFH3301061999000001,취소/말소/만료/정지/중지,,서울특별시 종로구 청진동 201-1번지 진학회관8층 ,,파워라인 휘트니스
CDFH3301062004000001,취소/말소/만료/정지/중지,02-741-2225,"서울특별시 종로구 창신동 440-6번지 3,4층 ",03119,영 휘트니스
CDFH3301061997000001,취소/말소/만료/정지/중지,02-764-5636,서울특별시 종로구 종로3가 10번지 6층 ,,서울헬스피아
CDFH3301062000000001,취소/말소/만료/정지/중지,02-765-2122,서울특별시 종로구 명륜1가 16-21번지 ,,성대헬스
CDFH3301062001000002,취소/말소/만료/정지/중지,,서울특별시 종로구 적선동 122-1번지 한국생산성본부 ,03170,세종스포츠클럽
CDFH3301062001000005,취소/말소/만료/정지/중지,,서울특별시 종로구 통의동 108-0번지 지하1층 ,,청운
CDFH3301062007000002,취소/말소/만료/정지/중지,,"서울특별시 종로구 수송동 58번지 두산위브파밀리온 101,102,103,104호 ",,아탑스포츠
CDFH3301062009000002,취소/말소/만료/정지/중지,02-735-1205,서울특별시 종로구 교북동 10-10번지 지상3층 ,03165,크로바헬스
CDFH3301062002000003,취소/말소/만료/정지/중지,,서울특별시 종로구 인사동 194-0번지 4층 ,,카라헬스
CDFH3301062004000004,취소/말소/만료/정지/중지,02-732-6341,서울특별시 종로구 내수동 95번지 경희궁 파크팰리스 ,03174,(주)케이앤맥켄지어소시에이트
CDFH3301062003000002,취소/말소/만료/정지/중지,743-5001,서울특별시 종로구 동숭동 1-45번지 자유빌딩 3층 ,03086,동숭휘트니스클럽
CDFH3301062005000004,취소/말소/만료/정지/중지,02-2236-5403,서울특별시 종로구 숭인동 310번지 대우디오빌 (지하1층) ,03114,TJ 휘트니스
CDFH3301062006000002,취소/말소/만료/정지/중지,02-720-8388,서울특별시 종로구 내수동 1번지 대성빌딩(8층) ,03173,MT휘트니스센터
CDFH3301062016000008,취소/말소/만료/정지/중지,,서울특별시 종로구 인의동 48-2번지 ,03130,라인 GYM 휘트니스
CDFH3301062011000003,취소/말소/만료/정지/중지,,"서울특별시 종로구 통의동 35-41번지 우진빌딩 3,4층 ",03044,엠투짐
CDFH3301062012000002,취소/말소/만료/정지/중지,,서울특별시 종로구 숭인동 310번지 ,03114,나인짐휘트니스
CDFH3301062004000003,취소/말소/만료/정지/중지,02-3675-5861,서울특별시 종로구 창신동 596-2번지 ,03090,종로동부여성문화센터
CDFH3301062004000006,취소/말소/만료/정지/중지,02-3675-1318,서울특별시 종로구 명륜3가 1-1042번지 ,03065,종로청소년문화센터
CDFH3301061998000004,영업/정상,02-383-6152,서울특별시 종로구 신영동 254번지 ,03013,MAX체력단련장
CDFH3301061997000002,영업/정상,02-763-4902,서울특별시 종로구 창신동 576번지 ,03106,박영길 휘트니스
CDFH3301062003000003,영업/정상,02-720-2525,서울특별시 종로구 당주동 128-27번지 동원빌딩 지하1층 ,03175,(주)광화문투엑스휘트니스
